name,symbol,instrument type,exchange,industry
Realtech AG,RTC.DE,Stocks,Frankfurt,Technology
Spielvereinigung Unterhaching Fussball GmbH & Co KgaA,S6P.DE,Stocks,Frankfurt,ConsumerGoods
Tonkens Agrar AG,GTK.DE,Stocks,Frankfurt,ConsumerGoods
Erlebnis Akademie AG,EAD.DE,Stocks,Frankfurt,ConsumerGoods
Capsensixx AG,CPX.DE,Stocks,Frankfurt,Financial
Corestate Capital Holding SA,CCAP.DE,Stocks,Frankfurt,Financial
Sbf AG,CY1K.DE,Stocks,Frankfurt,IndustrialGoods
OVB Holding AG,O4B.DE,Stocks,Frankfurt,Financial
B+S Banksysteme AG,DTD2.DE,Stocks,Frankfurt,Technology
TTL Beteiligungs und Grundbesitz AG,TTO.DE,Stocks,Frankfurt,Financial
DF Deutsche Forfait AG,DFTK.DE,Stocks,Frankfurt,Financial
11 88 0 Solutions AG,TGT.DE,Stocks,Frankfurt,Services
Sernova Biotherapeutics Inc,PSH0.DE,Stocks,Frankfurt,ConsumerGoods
Grounds Real Estate Development AG,AMM.DE,Stocks,Frankfurt,Financial
HMS Bergbau AG,HMU.DE,Stocks,Frankfurt,Utilities
BioNxt Solutions Inc,BXT.DE,Stocks,Frankfurt,ConsumerGoods
Fast Finance 24 Holding AG,FF24.DE,Stocks,Frankfurt,Financial
GBS Software AG,INW.DE,Stocks,Frankfurt,Technology
MATERNUS-Kliniken-AG,MAK.DE,Stocks,Frankfurt,ConsumerGoods
UMT United Mobility Technology AG,UMD.DE,Stocks,Frankfurt,Technology
Pro DV AG,PDA0.DE,Stocks,Frankfurt,Technology
CPI Property Group SA,O5G.DE,Stocks,Frankfurt,Financial
Heidelberger Beteiligungsholding AG,IPOK.DE,Stocks,Frankfurt,Financial
Coreo AG,COR.DE,Stocks,Frankfurt,Financial
RCM Beteiligungs AG,RCMN.DE,Stocks,Frankfurt,Financial
Intertainment AG,ITN.DE,Stocks,Frankfurt,Services
Elexxion AG,E8X.DE,Stocks,Frankfurt,ConsumerGoods
Seven Principles AG,T3T1.DE,Stocks,Frankfurt,Technology
Tmc Content Group AG,VXT.DE,Stocks,Frankfurt,ConsumerGoods
Aumovio SE,AMV0.DE,Stocks,Frankfurt,IndustrialGoods
Tkms AG& Co KGaA,TKMS.DE,Stocks,Frankfurt,IndustrialGoods
